Username,Handle,Timestamp,Text,Associated Hashtags,Replies,Retweets,Likes
DeWayne Fulton OurVote = OurVoice = OurFuture,@DeWayne_Fulton,2021-12-15T18:44:10.000Z,"We will modernize transit and shipping while making a true impact on #ClimateChange. 

President Biden is investing $42B to repair airports and ports, reduce congestion & bottlenecks, and drive low-carbon technologies!

#DemocratsDeliver #BidenDelivers
share.demcastusa.com
Click here to share!
1
2","['#ClimateChange.', '#DemocratsDeliver', '#BidenDelivers']",0,1,2
Entelligent,@EntelligentNews,2021-12-15T18:44:03.000Z,"Whether you need a gift or you need something to read as you travel home for the holidays, 
@eroston
 compiled a fantastic list of 2021's #climatechange books in 
@climate
     Gift Guide: This Year's Essential Climate Change Books https://bloom.bg/3oDRucw #climatecrisis
1
1",['#climatecrisis'],0,1,1
"Angel Dark Matter, Inc.",@AngelDarkMatte1,2021-12-15T18:44:01.000Z,"#ClimateChange #Tornadoes
@POTUS
 @VP
 
AHEC plans to develop an OTC Consumer Product to save human life durning a Tornado or Twister. Pres. Biden should provide Emergency Funding. Showing up after a disaster is not enough! Let's prevent more deaths. http://ahecEnerg.com",['#Tornadoes'],0,0,0
"Mr. Luke. Head of Music, St David's Marist Inanda.",@bluetreebanquet,2021-12-15T18:43:54.000Z," #climatechange #climate #ClimateCrisis #ClimateEmergency #ClimateActionNow #ClimateAction #shell #Greenpeace #seismictests
Greenpeace UK
@GreenpeaceUK
 · 7h
 BREAKING: Shell has been given the green light to go ahead with destructive seismic tests in a precious whale breeding ground off the coast of South Africa.

 For five whole months, whales will hear explosions with the intensity of a space shuttle launch - every 10 seconds.
Show this thread
2","['#climate', '#ClimateCrisis', '#ClimateEmergency', '#ClimateActionNow', '#ClimateAction', '#shell', '#Greenpeace', '#seismictests']",0,2,0
BeautyBeastWildflowers,@BeautyBeastWild,2021-12-15T18:37:22.000Z,"""Truth and beauty can still win battles. We need more art, more passion, more wit in defense of the Earth."" ~ David Brower
http://wildflowerbooks.com 
@CNPS
#conservation #beautyandthebeastwildflowers #coffeetablebook #californiadesert #winterbadgerpress #california #climatechange
Earthjustice and 7 others","['#conservation', '#beautyandthebeastwildflowers', '#coffeetablebook', '#californiadesert', '#winterbadgerpress', '#california']",0,0,0
MA Green Building,@MAGreenBuilding,2021-12-15T18:37:03.000Z,"Residential #Decarbonization- Influencing #Consumers Before Decision Points: https://buff.ly/35DBaik Thx 
@MassCEC
 for researching how people make #energy decisions! #climatechange #carbon #electrification #cleanenergy #sustainability #greenbuilding #energyeffiency #weatherization","['#Decarbonization-', '#Consumers', '#energy', '#carbon', '#electrification', '#cleanenergy', '#sustainability', '#greenbuilding', '#energyeffiency', '#weatherization']",0,0,0
Anomie Potpourri,@AnomiePotpourri,2021-12-15T18:36:07.000Z,"Record #December heat leading to 'unprecedented' #ExtremeWeather threat. #GlobalWarming #ClimateChange #EnvironmentalDegradation
cnn.com
Record December heat leading to 'unprecedented' extreme weather threat
Record December heat surging northward to Canada is fueling severe weather across the central US Wednesday, creating hurricane-force winds, potentially strong overnight tornadoes and an extreme fire...","['#December', '#ExtremeWeather', '#GlobalWarming', '#EnvironmentalDegradation']",0,0,0
ClimateChangeRobot,@RobotChange,2021-12-15T18:35:59.000Z,"In the UK there is statutory body responsible for Climate Change - https://theccc.org.uk #ClimateChange
theccc.org.uk
Climate Change Committee
The UK's independent adviser on tackling climate change",[],0,0,0
Climate Jobs List,@ClimateJobList,2021-12-15T18:33:16.000Z," Looking for a New Challenge in #ClimateTech? 
 
Cervest 
@CervestEarth
 is hiring! 
 
  Check out the latest openings at http://ClimateJobsList.com 
 
#ClimateChange #ClimateJobs #ActNow
GIF
1","['#ClimateTech?', '#ClimateJobs', '#ActNow']",0,1,0
Karel Haverkorn,@karelh,2021-12-15T18:32:01.000Z,"Replying to 
@nealhaddaway
 and 
@SEIclimate
Quote: These results suggest that #hope, in the context of #climateChange, is a complex #emotion for climate #scientists. It is not strictly positive or negative.","['#hope,', '#climateChange,', '#emotion', '#scientists.']",0,0,0
Karel Haverkorn,@karelh,2021-12-15T18:30:10.000Z,"Replying to 
@nealhaddaway
 and 
@SEIclimate
General quote: these scientists have been compiling more information, and painting a more detailed and progressively more dire picture of what the future holds.
#climateChange",[],0,0,0
FedCenter.gov,@FedCenter,2021-12-15T18:29:30.000Z,"U.S. Departments of Energy and Transportation Launch Joint Effort to Build Out Nationwide Electric Vehicle Charging Network https://go.usa.gov/xeFxc 
#energy #sustainability #transportation #ev #climatechange
.
4
2","['#energy', '#sustainability', '#transportation', '#ev']",0,4,2
Tammy Perrin,@MauiMountainMom,2021-12-15T18:28:42.000Z,"We know #ClimateChange is causing very severe storms, floods, droughts, fires and soon ecological death.
Yet our government, that we elected, is fighting against climate legislation.
What good is the vote if they fail us?
Pass the #BuildBackBetterAct
National Weather Service
@NWS
 · 5h
Another historical weather day is forecast today with 2 never-before-seen outlooks issued:

1) First Moderate Risk area in the IA/MN/WI region during the month of December in @NWSSPC history.
Show this thread
1
2
1",['#BuildBackBetterAct'],1,2,1
Center for Disaster Preparedness and Management,@cdpmUoP,2021-12-15T18:28:04.000Z,"The climate emergency is the biggest economic, social, and environmental threat facing the planet and humanity. Climate-related disasters have almost doubled compared to the previous twenty years. This has exacerbated inequalities  (1/2) 

#climatechange #ClimateActionNow #DRR
UN Climate Change and 8 others
1
4
4","['#ClimateActionNow', '#DRR']",1,4,4
Beyond Plastics,@PlasticsBeyond,2021-12-15T18:27:25.000Z,"With the plastics industry planning a massive expansion and #climatechange heating up, a small group of generous Beyond Plastics donors is offering to MATCH your tax-deductible gift through Dec. 31, up to $15,000. Give now: https://actionnetwork.org/fundraising/beyond_plastics_2021…
Judith Enck and 6 others
1
1",[],0,1,1
Carissa Schively Slotterback PhD,@cschively,2021-12-15T18:26:48.000Z,"Such a great conversation, many thanks 
@PittPubHealth
 for the invitation! #climatechange #publichealth
Pitt Public Health
@PittPubHealth
 · 2h
We need better collaboration across communities, universities and our world to address the complicated issues of #ClimateChange.  @GSPIA Dean @cschively.
3
6","['#publichealth', '#ClimateChange.']",0,3,6
ClimateWorks Foundation,@ClimateWorks,2021-12-15T18:22:47.000Z,"Learn all about physical climate risks (risks stemming from the climate impacts of a warming world) and transition climate risks (risks stemming from the shift to a low-carbon economy) of various #ClimateChange mitigation scenarios.

We're proud to have supported this study. 
Ajay Gambhir
@AjayGambhir11
 · Dec 14
1/n **NEW PAPER** in @NatureClimate on the near-term transition risks and longer-term physical risks of climate change. What are these risks and how do they compare? A thread...
https://nature.com/articles/s41558-021-01236-x…
(free read-only link here): https://rdcu.be/cC8Bu
Show this thread",[],0,0,0
"Tom Gillispie, LET'S KEEP NATURE LOOKING NATURAL",@SptsGuy1,2021-12-15T18:22:28.000Z,"#climatechange Links to CLIMATE CHANGE AND NATURE #climate #change #global #warming #JoeBiden #nature #preserve_nature
https://tom-gillispie.blogspot.com/2020/07/2020.html…
GIF
1","['#climate', '#change', '#global', '#warming', '#JoeBiden', '#nature', '#preserve_nature']",0,0,1
Green News Report,@GreenNewsReport,2021-12-15T18:22:26.000Z,"The progressives were right - you can't trust 
@Sen_JoeManchin
, 
@SenatorSinema
 or so-called 'conservative' Democrats who want to ensure life remains as harsh as possible for working families and the nation remains weak and unprepared for costly #climatechange impacts
ryan cooper
@ryanlcooper
 · 2h
my theory was if you let infrastructure through then Manchin would kill BBB. seems to be right https://twitter.com/JesseRodriguez/status/1471152371250212873…
Show this thread
1",[],0,0,1
Christopher Cartwright,@chriscartw83,2021-12-15T18:22:00.000Z,"Updated D+7 forecast 
Surreal stuff as usual 
#Antarctica under massive #heatdome  (starting tomorrow)
Massive sygma 3 event in #Greenland 

Some changes with jet stream wobbling 
US having another summer for Christmas 

#ClimateCrisis  #ClimateChange
14
9","['#Antarctica', '#heatdome', '#Greenland', '#ClimateCrisis']",0,14,9
O'Conner,@oconner214,2021-12-15T18:21:55.000Z,"what about climate change??? you people are such a joke and your followers are worse #climatechange is made up
Greg Kelly-Ripped in 2022.
@gregkellyusa
 · 1h
BUSTED LIZ!  Senator Liz KAREN  Warren riding a Private Jet.  What the hell is she doing on that. SHE can't afford it. BUT HER DONORS CAN.  Take the BUS Karen! (I normally don't say ""Karen"" but it FITS so well for POCOHONTAS",[],0,0,0
𝙃𝙖𝙨𝙨𝙖𝙗𝙖𝙡𝙡𝙖,@iHasabala,2021-12-15T18:21:43.000Z,"Renewable energy sources are increasingly dominating energy markets #ClimateChange https://bit.ly/3woxxZ9 
medium.datadriveninvestor.com
What is a Low Carbon Transformation ?— Basic Concepts Part II
The urgency of addressing the climate crisis has been widely recognized by world governments, international organizations, various…",[],0,0,0
LG UK B2B,@LGUK_B2B,2021-12-15T18:20:57.000Z,"LG are pleased with the steps that 
@electrifyheat
 are taking to grow the UK #HeatPump market calling out for action on training, trust & tariffs. 

Read the release https://electrifyheat.uk/press-release/training-trust-taxes/…

#HVAC #ClimateChange #NetZero
Electrify Heat
@electrifyheat
 · Dec 10
With under 6 months until the UK’s Boiler Upgrade Scheme's gets underway – our new campaign is advising @BorisJohnson to take immediate action on Training, Trust & Tariffs to rapidly build UK's #heatpumps market. 1/6
Learn more at https://bit.ly/3ICAThh
Show this thread","['#HeatPump', '#HVAC', '#NetZero', '#heatpumps']",0,0,0
Healing Our Waters-Great Lakes Coalition,@HealthyLakes,2021-12-15T18:20:07.000Z,"#Minnesota lakes have lost nearly 2 weeks of lake ice over the past 50 years as #ClimateChange diminishes the state’s winters
greatlakesnow.org
Minnesota lake ice shrinking as climate change warms winters
Air pollution is resulting in warmer lake waters, which in turn leads to more toxic algal blooms in lakes, higher chances of invasive species and declines in populations of lake trout and walleye.
5
1",['#Minnesota'],0,5,1
Uranium Trends,@UraniumTrends,2021-12-15T18:18:53.000Z,"BaselodeE: Nuclear Bans Tumble as Once-Skeptical States Seek Carbon Cuts  http://ow.ly/99Nc50H8x2p #Nuclear #Energy #NuclearEnergy #ClimateChange
5","['#Nuclear', '#Energy', '#NuclearEnergy']",0,0,5
SensorUp,@sensorup,2021-12-15T18:18:03.000Z,"You can read Steve's full blog and learn more about the Integrated Methane Sensor Web here: https://sensorup.com/blog/how-an-integrated-methane-sensor-web-can-help-eliminate-greenhouse-gas-emissions/…

 #climatechange #methane #sensorweb #IoT #connectedworkforce
sensorup.com
How an Integrated Methane Sensor Web Can Help Eliminate Greenhouse Gas Emissions - SensorUp
Methane is one of the most potent greenhouse gases affecting climate change. It will also likely become one of the biggest targets for regulation as countries aim to meet their climate change...","['#methane', '#sensorweb', '#IoT', '#connectedworkforce']",0,0,0
NJ Green Building,@NJgreenbuilding,2021-12-15T18:17:03.000Z,"Residential #Decarbonization- Influencing #Consumers Before Decision Points: https://buff.ly/35DBaik Thx 
@MassCEC
 for researching how people make #energy decisions! #climatechange #carbon #electrification #cleanenergy #sustainability #greenbuilding #energyeffiency #weatherization
1","['#Decarbonization-', '#Consumers', '#energy', '#carbon', '#electrification', '#cleanenergy', '#sustainability', '#greenbuilding', '#energyeffiency', '#weatherization']",0,1,0
Christopher Cartwright,@chriscartw83,2021-12-15T18:17:00.000Z,"A very good article on #Antarctica and the #ThwaitesGlacier 

Stress is up, clearly.
And I don't believe a word about decades or centuries , considering what we are witnessing, lately

#ClimateCrisis  #ClimateChange
phys.org
The threat from Thwaites: The retreat of Antarctica's riskiest glacier
Antarctica's Thwaites Glacier is retreating rapidly as a warming ocean slowly erases its ice from below, leading to a faster flow, more fracturing and a threat of collapse, according to an internat...
2
2","['#Antarctica', '#ThwaitesGlacier', '#ClimateCrisis']",0,2,2
Higg,@HiggData,2021-12-15T18:14:07.000Z,"Are you prepared for the traceability revolution? To manage consumer and investor expectations amidst #supplychain challenges and #climatechange, every consumer goods enterprise will need a digitized product-traceability program in place. How to start: 

https://higg.com/blog-how-traceability-technology-will-steer-consumer-goods-2022/…","['#supplychain', '#climatechange,']",0,0,0
AIR Worldwide,@AIRWorldwide,2021-12-15T18:14:01.000Z,"In this article, researchers and scientists from AIR discuss how new #data and technology are advancing the capabilities to own the risk from #severethunderstorm outbreaks. They also take into consideration the potential impact of #climatechange.
air-worldwide.com
Severe Thunderstorm Risk Data & Technologies | AIR Worldwide
Learn more about severe thunderstorms are among the highest loss-causing catastrophic event types in the United States.","['#data', '#severethunderstorm', '#climatechange.']",0,0,0
Liz Bernstein,@lizbernstein,2021-12-15T18:13:35.000Z,"""We need to make sure that this is the last year that our energy regulator can get away w energy forecasting that sets us up for failure"" 
@lev_jf
. 
@IEA
 can do it but 
@CER_REC
 ? despite #climatechange commitments?  
@JustinTrudeau
 @JonathanWNV
 @s_guilbeault
 @MonaFortier
 #cndpoli
Julia Levin
@lev_jf
 · 22h
A lack of net-zero modelling in @CER_REC's Energy Futures report risks derailing Canada's climate plans

We need a 1.5°C aligned roadmap for #cndpoli 

The IEA did it for the world. Surely the federal govt can get it done here >> @JonathanWNV  

https://cbc.ca/news/science/cer-report-missing-net-zero-1.6285394…
1
2","['#cndpoli', '#cndpoli']",1,0,2
